seed,sequence,exact,initial,expected,predicted,fingerprint_before,fingerprint_after,step,action,source_roles,result
7,pair-4-2,true,18071842800692675475|17286505694089344376|3223569827351213498|8013684839648007965|357425603710898363|6924836606428530228,18071842800692675475|3223569827351213498|18071842800692675475|8013684839648007965|357425603710898363|6924836606428530228,18071842800692675475|3223569827351213498|18071842800692675475|8013684839648007965|357425603710898363|6924836606428530228,7456304039183440019,7456304039183440019,1,9112022021534315205,0|0|2|3|4|5,18071842800692675475|18071842800692675475|3223569827351213498|8013684839648007965|357425603710898363|6924836606428530228
7,pair-4-2,true,18071842800692675475|17286505694089344376|3223569827351213498|8013684839648007965|357425603710898363|6924836606428530228,18071842800692675475|3223569827351213498|18071842800692675475|8013684839648007965|357425603710898363|6924836606428530228,18071842800692675475|3223569827351213498|18071842800692675475|8013684839648007965|357425603710898363|6924836606428530228,7456304039183440019,7456304039183440019,2,10070300935264280721,1|2|0|3|4|5,18071842800692675475|3223569827351213498|18071842800692675475|8013684839648007965|357425603710898363|6924836606428530228
7,pair-4-3,true,834609199703670314|16459073694209291576|18067748088954056045|2355266020412104847|7959957293807048811|4460425498505506286,18067748088954056045|834609199703670314|834609199703670314|2355266020412104847|7959957293807048811|4460425498505506286,18067748088954056045|834609199703670314|834609199703670314|2355266020412104847|7959957293807048811|4460425498505506286,7456304039183440019,7456304039183440019,1,9112022021534315205,0|0|2|3|4|5,834609199703670314|834609199703670314|18067748088954056045|2355266020412104847|7959957293807048811|4460425498505506286
7,pair-4-3,true,834609199703670314|16459073694209291576|18067748088954056045|2355266020412104847|7959957293807048811|4460425498505506286,18067748088954056045|834609199703670314|834609199703670314|2355266020412104847|7959957293807048811|4460425498505506286,18067748088954056045|834609199703670314|834609199703670314|2355266020412104847|7959957293807048811|4460425498505506286,7456304039183440019,7456304039183440019,2,8090773787923290076,2|0|1|3|4|5,18067748088954056045|834609199703670314|834609199703670314|2355266020412104847|7959957293807048811|4460425498505506286
7,pair-4-5,true,4075752428486718280|18071359927273442452|1378754978042066308|17260443961510038039|7396555043594146206|1856124612073308775,4075752428486718280|4075752428486718280|1378754978042066308|17260443961510038039|1856124612073308775|7396555043594146206,4075752428486718280|4075752428486718280|1378754978042066308|17260443961510038039|1856124612073308775|7396555043594146206,7456304039183440019,7456304039183440019,1,9112022021534315205,0|0|2|3|4|5,4075752428486718280|4075752428486718280|1378754978042066308|17260443961510038039|7396555043594146206|1856124612073308775
7,pair-4-5,true,4075752428486718280|18071359927273442452|1378754978042066308|17260443961510038039|7396555043594146206|1856124612073308775,4075752428486718280|4075752428486718280|1378754978042066308|17260443961510038039|1856124612073308775|7396555043594146206,4075752428486718280|4075752428486718280|1378754978042066308|17260443961510038039|1856124612073308775|7396555043594146206,7456304039183440019,7456304039183440019,2,352038673263882492,0|1|2|3|5|4,4075752428486718280|4075752428486718280|1378754978042066308|17260443961510038039|1856124612073308775|7396555043594146206
7,pair-5-0,true,15462480110177555221|15747275680438082171|4138004110149958763|14529803861804610677|15350906030356990874|2137922897206569045,15462480110177555221|15747275680438082171|4138004110149958763|14529803861804610677|2137922897206569045|15350906030356990874,15462480110177555221|15747275680438082171|4138004110149958763|14529803861804610677|2137922897206569045|15350906030356990874,7456304039183440019,7456304039183440019,1,352038673263882492,0|1|2|3|5|4,15462480110177555221|15747275680438082171|4138004110149958763|14529803861804610677|2137922897206569045|15350906030356990874
7,pair-5-0,true,15462480110177555221|15747275680438082171|4138004110149958763|14529803861804610677|15350906030356990874|2137922897206569045,15462480110177555221|15747275680438082171|4138004110149958763|14529803861804610677|2137922897206569045|15350906030356990874,15462480110177555221|15747275680438082171|4138004110149958763|14529803861804610677|2137922897206569045|15350906030356990874,7456304039183440019,7456304039183440019,2,12379188883074871056,0|1|2|3|4|5,15462480110177555221|15747275680438082171|4138004110149958763|14529803861804610677|2137922897206569045|15350906030356990874
7,pair-5-1,true,3416627809503919249|14553930674283019060|10512371336313192600|13781678182316591158|12575053772379624569|2521829321507207555,14553930674283019060|3416627809503919249|10512371336313192600|13781678182316591158|2521829321507207555|12575053772379624569,14553930674283019060|3416627809503919249|10512371336313192600|13781678182316591158|2521829321507207555|12575053772379624569,7456304039183440019,7456304039183440019,1,352038673263882492,0|1|2|3|5|4,3416627809503919249|14553930674283019060|10512371336313192600|13781678182316591158|2521829321507207555|12575053772379624569
7,pair-5-1,true,3416627809503919249|14553930674283019060|10512371336313192600|13781678182316591158|12575053772379624569|2521829321507207555,14553930674283019060|3416627809503919249|10512371336313192600|13781678182316591158|2521829321507207555|12575053772379624569,14553930674283019060|3416627809503919249|10512371336313192600|13781678182316591158|2521829321507207555|12575053772379624569,7456304039183440019,7456304039183440019,2,11495726515243081142,1|0|2|3|4|5,14553930674283019060|3416627809503919249|10512371336313192600|13781678182316591158|2521829321507207555|12575053772379624569
7,pair-5-2,true,1244052370806230047|1647821261852214894|4754193142669416489|11607624713197803897|12369318774236379193|2263372179243810460,1647821261852214894|4754193142669416489|1244052370806230047|11607624713197803897|2263372179243810460|12369318774236379193,1647821261852214894|4754193142669416489|1244052370806230047|11607624713197803897|2263372179243810460|12369318774236379193,7456304039183440019,7456304039183440019,1,352038673263882492,0|1|2|3|5|4,1244052370806230047|1647821261852214894|4754193142669416489|11607624713197803897|2263372179243810460|12369318774236379193
7,pair-5-2,true,1244052370806230047|1647821261852214894|4754193142669416489|11607624713197803897|12369318774236379193|2263372179243810460,1647821261852214894|4754193142669416489|1244052370806230047|11607624713197803897|2263372179243810460|12369318774236379193,1647821261852214894|4754193142669416489|1244052370806230047|11607624713197803897|2263372179243810460|12369318774236379193,7456304039183440019,7456304039183440019,2,10070300935264280721,1|2|0|3|4|5,1647821261852214894|4754193142669416489|1244052370806230047|11607624713197803897|2263372179243810460|12369318774236379193
7,pair-5-3,true,15070411713116050312|5306271607362185188|13994898612045016704|1548423438246409040|13423162319708021489|1526618732757943920,13994898612045016704|15070411713116050312|5306271607362185188|1548423438246409040|1526618732757943920|13423162319708021489,13994898612045016704|15070411713116050312|5306271607362185188|1548423438246409040|1526618732757943920|13423162319708021489,7456304039183440019,7456304039183440019,1,352038673263882492,0|1|2|3|5|4,15070411713116050312|5306271607362185188|13994898612045016704|1548423438246409040|1526618732757943920|13423162319708021489
7,pair-5-3,true,15070411713116050312|5306271607362185188|13994898612045016704|1548423438246409040|13423162319708021489|1526618732757943920,13994898612045016704|15070411713116050312|5306271607362185188|1548423438246409040|1526618732757943920|13423162319708021489,13994898612045016704|15070411713116050312|5306271607362185188|1548423438246409040|1526618732757943920|13423162319708021489,7456304039183440019,7456304039183440019,2,8090773787923290076,2|0|1|3|4|5,13994898612045016704|15070411713116050312|5306271607362185188|1548423438246409040|1526618732757943920|13423162319708021489
7,pair-5-4,true,7922818061093906001|16827564495904215575|4975462331551317557|4195055114805960072|12275207031133549087|15944899816603783087,7922818061093906001|7922818061093906001|4975462331551317557|4195055114805960072|15944899816603783087|12275207031133549087,7922818061093906001|7922818061093906001|4975462331551317557|4195055114805960072|15944899816603783087|12275207031133549087,7456304039183440019,7456304039183440019,1,352038673263882492,0|1|2|3|5|4,7922818061093906001|16827564495904215575|4975462331551317557|4195055114805960072|15944899816603783087|12275207031133549087
7,pair-5-4,true,7922818061093906001|16827564495904215575|4975462331551317557|4195055114805960072|12275207031133549087|15944899816603783087,7922818061093906001|7922818061093906001|4975462331551317557|4195055114805960072|15944899816603783087|12275207031133549087,7922818061093906001|7922818061093906001|4975462331551317557|4195055114805960072|15944899816603783087|12275207031133549087,7456304039183440019,7456304039183440019,2,9112022021534315205,0|0|2|3|4|5,7922818061093906001|7922818061093906001|4975462331551317557|4195055114805960072|15944899816603783087|12275207031133549087
7,length-3,true,8089571186314449186|13188997799861722636|13144437000044772470|6001934720920028917|14625803820436801542|6372741050552190056,8089571186314449186|13144437000044772470|13188997799861722636|6001934720920028917|6372741050552190056|14625803820436801542,8089571186314449186|13144437000044772470|13188997799861722636|6001934720920028917|6372741050552190056|14625803820436801542,7456304039183440019,7456304039183440019,1,11495726515243081142,1|0|2|3|4|5,13188997799861722636|8089571186314449186|13144437000044772470|6001934720920028917|14625803820436801542|6372741050552190056
7,length-3,true,8089571186314449186|13188997799861722636|13144437000044772470|6001934720920028917|14625803820436801542|6372741050552190056,8089571186314449186|13144437000044772470|13188997799861722636|6001934720920028917|6372741050552190056|14625803820436801542,8089571186314449186|13144437000044772470|13188997799861722636|6001934720920028917|6372741050552190056|14625803820436801542,7456304039183440019,7456304039183440019,2,10070300935264280721,1|2|0|3|4|5,8089571186314449186|13144437000044772470|13188997799861722636|6001934720920028917|14625803820436801542|6372741050552190056
7,length-3,true,8089571186314449186|13188997799861722636|13144437000044772470|6001934720920028917|14625803820436801542|6372741050552190056,8089571186314449186|13144437000044772470|13188997799861722636|6001934720920028917|6372741050552190056|14625803820436801542,8089571186314449186|13144437000044772470|13188997799861722636|6001934720920028917|6372741050552190056|14625803820436801542,7456304039183440019,7456304039183440019,3,352038673263882492,0|1|2|3|5|4,8089571186314449186|13144437000044772470|13188997799861722636|6001934720920028917|6372741050552190056|14625803820436801542
7,length-3,true,70898097896304622|7288989521639841123|10471277521389400784|1652237614363988416|8505491358379052961|13105717962150340099,70898097896304622|7288989521639841123|7288989521639841123|1652237614363988416|8505491358379052961|13105717962150340099,70898097896304622|7288989521639841123|7288989521639841123|1652237614363988416|8505491358379052961|13105717962150340099,7456304039183440019,7456304039183440019,1,10070300935264280721,1|2|0|3|4|5,7288989521639841123|10471277521389400784|70898097896304622|1652237614363988416|8505491358379052961|13105717962150340099
7,length-3,true,70898097896304622|7288989521639841123|10471277521389400784|1652237614363988416|8505491358379052961|13105717962150340099,70898097896304622|7288989521639841123|7288989521639841123|1652237614363988416|8505491358379052961|13105717962150340099,70898097896304622|7288989521639841123|7288989521639841123|1652237614363988416|8505491358379052961|13105717962150340099,7456304039183440019,7456304039183440019,2,9112022021534315205,0|0|2|3|4|5,7288989521639841123|7288989521639841123|70898097896304622|1652237614363988416|8505491358379052961|13105717962150340099
7,length-3,true,70898097896304622|7288989521639841123|10471277521389400784|1652237614363988416|8505491358379052961|13105717962150340099,70898097896304622|7288989521639841123|7288989521639841123|1652237614363988416|8505491358379052961|13105717962150340099,70898097896304622|7288989521639841123|7288989521639841123|1652237614363988416|8505491358379052961|13105717962150340099,7456304039183440019,7456304039183440019,3,8090773787923290076,2|0|1|3|4|5,70898097896304622|7288989521639841123|7288989521639841123|1652237614363988416|8505491358379052961|13105717962150340099
7,length-3,true,6337599857372662949|15856153878720265238|11111658341864416739|16076293783779941825|4682035159498699511|2005436626921190244,6337599857372662949|6337599857372662949|15856153878720265238|16076293783779941825|4682035159498699511|2005436626921190244,6337599857372662949|6337599857372662949|15856153878720265238|16076293783779941825|4682035159498699511|2005436626921190244,7456304039183440019,7456304039183440019,1,8090773787923290076,2|0|1|3|4|5,11111658341864416739|6337599857372662949|15856153878720265238|16076293783779941825|4682035159498699511|2005436626921190244
7,length-3,true,6337599857372662949|15856153878720265238|11111658341864416739|16076293783779941825|4682035159498699511|2005436626921190244,6337599857372662949|6337599857372662949|15856153878720265238|16076293783779941825|4682035159498699511|2005436626921190244,6337599857372662949|6337599857372662949|15856153878720265238|16076293783779941825|4682035159498699511|2005436626921190244,7456304039183440019,7456304039183440019,2,11495726515243081142,1|0|2|3|4|5,6337599857372662949|11111658341864416739|15856153878720265238|16076293783779941825|4682035159498699511|2005436626921190244
7,length-3,true,6337599857372662949|15856153878720265238|11111658341864416739|16076293783779941825|4682035159498699511|2005436626921190244,6337599857372662949|6337599857372662949|15856153878720265238|16076293783779941825|4682035159498699511|2005436626921190244,6337599857372662949|6337599857372662949|15856153878720265238|16076293783779941825|4682035159498699511|2005436626921190244,7456304039183440019,7456304039183440019,3,9112022021534315205,0|0|2|3|4|5,6337599857372662949|6337599857372662949|15856153878720265238|16076293783779941825|4682035159498699511|2005436626921190244
7,length-3,true,13870708336425200032|2740276434670152707|2902397203659898382|5833409766592652774|16424080447224689979|7053084209125050310,2902397203659898382|13870708336425200032|13870708336425200032|5833409766592652774|16424080447224689979|7053084209125050310,2902397203659898382|13870708336425200032|13870708336425200032|5833409766592652774|16424080447224689979|7053084209125050310,7456304039183440019,7456304039183440019,1,9112022021534315205,0|0|2|3|4|5,13870708336425200032|13870708336425200032|2902397203659898382|5833409766592652774|16424080447224689979|7053084209125050310
7,length-3,true,13870708336425200032|2740276434670152707|2902397203659898382|5833409766592652774|16424080447224689979|7053084209125050310,2902397203659898382|13870708336425200032|13870708336425200032|5833409766592652774|16424080447224689979|7053084209125050310,2902397203659898382|13870708336425200032|13870708336425200032|5833409766592652774|16424080447224689979|7053084209125050310,7456304039183440019,7456304039183440019,2,10070300935264280721,1|2|0|3|4|5,13870708336425200032|2902397203659898382|13870708336425200032|5833409766592652774|16424080447224689979|7053084209125050310
7,length-3,true,13870708336425200032|2740276434670152707|2902397203659898382|5833409766592652774|16424080447224689979|7053084209125050310,2902397203659898382|13870708336425200032|13870708336425200032|5833409766592652774|16424080447224689979|7053084209125050310,2902397203659898382|13870708336425200032|13870708336425200032|5833409766592652774|16424080447224689979|7053084209125050310,7456304039183440019,7456304039183440019,3,11495726515243081142,1|0|2|3|4|5,2902397203659898382|13870708336425200032|13870708336425200032|5833409766592652774|16424080447224689979|7053084209125050310
7,length-3,true,12321407877163428141|14517221806092620280|5005852195308235773|14828069783807689802|7498157797413063168|3942823650744248953,12321407877163428141|14517221806092620280|5005852195308235773|14828069783807689802|3942823650744248953|7498157797413063168,12321407877163428141|14517221806092620280|5005852195308235773|14828069783807689802|3942823650744248953|7498157797413063168,7456304039183440019,7456304039183440019,1,352038673263882492,0|1|2|3|5|4,12321407877163428141|14517221806092620280|5005852195308235773|14828069783807689802|3942823650744248953|7498157797413063168
7,length-3,true,12321407877163428141|14517221806092620280|5005852195308235773|14828069783807689802|7498157797413063168|3942823650744248953,12321407877163428141|14517221806092620280|5005852195308235773|14828069783807689802|3942823650744248953|7498157797413063168,12321407877163428141|14517221806092620280|5005852195308235773|14828069783807689802|3942823650744248953|7498157797413063168,7456304039183440019,7456304039183440019,2,8090773787923290076,2|0|1|3|4|5,5005852195308235773|12321407877163428141|14517221806092620280|14828069783807689802|3942823650744248953|7498157797413063168
7,length-3,true,12321407877163428141|14517221806092620280|5005852195308235773|14828069783807689802|7498157797413063168|3942823650744248953,12321407877163428141|14517221806092620280|5005852195308235773|14828069783807689802|3942823650744248953|7498157797413063168,12321407877163428141|14517221806092620280|5005852195308235773|14828069783807689802|3942823650744248953|7498157797413063168,7456304039183440019,7456304039183440019,3,10070300935264280721,1|2|0|3|4|5,12321407877163428141|14517221806092620280|5005852195308235773|14828069783807689802|3942823650744248953|7498157797413063168
7,length-4,true,2475640671281532201|5612389618799637433|4607084407304734964|2429294269532587244|1610078744642186602|15124103146012720882,2475640671281532201|5612389618799637433|4607084407304734964|2429294269532587244|1610078744642186602|15124103146012720882,2475640671281532201|5612389618799637433|4607084407304734964|2429294269532587244|1610078744642186602|15124103146012720882,7456304039183440019,7456304039183440019,1,10070300935264280721,1|2|0|3|4|5,5612389618799637433|4607084407304734964|2475640671281532201|2429294269532587244|1610078744642186602|15124103146012720882
7,length-4,true,2475640671281532201|5612389618799637433|4607084407304734964|2429294269532587244|1610078744642186602|15124103146012720882,2475640671281532201|5612389618799637433|4607084407304734964|2429294269532587244|1610078744642186602|15124103146012720882,2475640671281532201|5612389618799637433|4607084407304734964|2429294269532587244|1610078744642186602|15124103146012720882,7456304039183440019,7456304039183440019,2,8090773787923290076,2|0|1|3|4|5,2475640671281532201|5612389618799637433|4607084407304734964|2429294269532587244|1610078744642186602|15124103146012720882
7,length-4,true,2475640671281532201|5612389618799637433|4607084407304734964|2429294269532587244|1610078744642186602|15124103146012720882,2475640671281532201|5612389618799637433|4607084407304734964|2429294269532587244|1610078744642186602|15124103146012720882,2475640671281532201|5612389618799637433|4607084407304734964|2429294269532587244|1610078744642186602|15124103146012720882,7456304039183440019,7456304039183440019,3,10070300935264280721,1|2|0|3|4|5,5612389618799637433|4607084407304734964|2475640671281532201|2429294269532587244|1610078744642186602|15124103146012720882
7,length-4,true,2475640671281532201|5612389618799637433|4607084407304734964|2429294269532587244|1610078744642186602|15124103146012720882,2475640671281532201|5612389618799637433|4607084407304734964|2429294269532587244|1610078744642186602|15124103146012720882,2475640671281532201|5612389618799637433|4607084407304734964|2429294269532587244|1610078744642186602|15124103146012720882,7456304039183440019,7456304039183440019,4,8090773787923290076,2|0|1|3|4|5,2475640671281532201|5612389618799637433|4607084407304734964|2429294269532587244|1610078744642186602|15124103146012720882
7,length-4,true,16488075170256333016|11617172865823922201|7971078681201886103|1155090808025292138|16207512219355602779|297327260639220025,16488075170256333016|11617172865823922201|7971078681201886103|1155090808025292138|16207512219355602779|297327260639220025,16488075170256333016|11617172865823922201|7971078681201886103|1155090808025292138|16207512219355602779|297327260639220025,7456304039183440019,7456304039183440019,1,11495726515243081142,1|0|2|3|4|5,11617172865823922201|16488075170256333016|7971078681201886103|1155090808025292138|16207512219355602779|297327260639220025
7,length-4,true,16488075170256333016|11617172865823922201|7971078681201886103|1155090808025292138|16207512219355602779|297327260639220025,16488075170256333016|11617172865823922201|7971078681201886103|1155090808025292138|16207512219355602779|297327260639220025,16488075170256333016|11617172865823922201|7971078681201886103|1155090808025292138|16207512219355602779|297327260639220025,7456304039183440019,7456304039183440019,2,352038673263882492,0|1|2|3|5|4,11617172865823922201|16488075170256333016|7971078681201886103|1155090808025292138|297327260639220025|16207512219355602779
7,length-4,true,16488075170256333016|11617172865823922201|7971078681201886103|1155090808025292138|16207512219355602779|297327260639220025,16488075170256333016|11617172865823922201|7971078681201886103|1155090808025292138|16207512219355602779|297327260639220025,16488075170256333016|11617172865823922201|7971078681201886103|1155090808025292138|16207512219355602779|297327260639220025,7456304039183440019,7456304039183440019,3,11495726515243081142,1|0|2|3|4|5,16488075170256333016|11617172865823922201|7971078681201886103|1155090808025292138|297327260639220025|16207512219355602779
7,length-4,true,16488075170256333016|11617172865823922201|7971078681201886103|1155090808025292138|16207512219355602779|297327260639220025,16488075170256333016|11617172865823922201|7971078681201886103|1155090808025292138|16207512219355602779|297327260639220025,16488075170256333016|11617172865823922201|7971078681201886103|1155090808025292138|16207512219355602779|297327260639220025,7456304039183440019,7456304039183440019,4,352038673263882492,0|1|2|3|5|4,16488075170256333016|11617172865823922201|7971078681201886103|1155090808025292138|16207512219355602779|297327260639220025
7,length-4,true,13379937998046647201|13674106289285636679|15832899830957889137|16629221468565292475|4060092277624866190|17446505530274908234,13379937998046647201|13379937998046647201|15832899830957889137|16629221468565292475|17446505530274908234|4060092277624866190,13379937998046647201|13379937998046647201|15832899830957889137|16629221468565292475|17446505530274908234|4060092277624866190,7456304039183440019,7456304039183440019,1,9112022021534315205,0|0|2|3|4|5,13379937998046647201|13379937998046647201|15832899830957889137|16629221468565292475|4060092277624866190|17446505530274908234
7,length-4,true,13379937998046647201|13674106289285636679|15832899830957889137|16629221468565292475|4060092277624866190|17446505530274908234,13379937998046647201|13379937998046647201|15832899830957889137|16629221468565292475|17446505530274908234|4060092277624866190,13379937998046647201|13379937998046647201|15832899830957889137|16629221468565292475|17446505530274908234|4060092277624866190,7456304039183440019,7456304039183440019,2,10070300935264280721,1|2|0|3|4|5,13379937998046647201|15832899830957889137|13379937998046647201|16629221468565292475|4060092277624866190|17446505530274908234
7,length-4,true,13379937998046647201|13674106289285636679|15832899830957889137|16629221468565292475|4060092277624866190|17446505530274908234,13379937998046647201|13379937998046647201|15832899830957889137|16629221468565292475|17446505530274908234|4060092277624866190,13379937998046647201|13379937998046647201|15832899830957889137|16629221468565292475|17446505530274908234|4060092277624866190,7456304039183440019,7456304039183440019,3,8090773787923290076,2|0|1|3|4|5,13379937998046647201|13379937998046647201|15832899830957889137|16629221468565292475|4060092277624866190|17446505530274908234
7,length-4,true,13379937998046647201|13674106289285636679|15832899830957889137|16629221468565292475|4060092277624866190|17446505530274908234,13379937998046647201|13379937998046647201|15832899830957889137|16629221468565292475|17446505530274908234|4060092277624866190,13379937998046647201|13379937998046647201|15832899830957889137|16629221468565292475|17446505530274908234|4060092277624866190,7456304039183440019,7456304039183440019,4,352038673263882492,0|1|2|3|5|4,13379937998046647201|13379937998046647201|15832899830957889137|16629221468565292475|17446505530274908234|4060092277624866190
7,length-8,true,16120647380373031069|554658387899422020|13447832206627819157|4271399407181226681|18206522179650336280|2836459141291656496,554658387899422020|16120647380373031069|16120647380373031069|4271399407181226681|2836459141291656496|18206522179650336280,554658387899422020|16120647380373031069|16120647380373031069|4271399407181226681|2836459141291656496|18206522179650336280,7456304039183440019,7456304039183440019,1,10070300935264280721,1|2|0|3|4|5,554658387899422020|13447832206627819157|16120647380373031069|4271399407181226681|18206522179650336280|2836459141291656496
7,length-8,true,16120647380373031069|554658387899422020|13447832206627819157|4271399407181226681|18206522179650336280|2836459141291656496,554658387899422020|16120647380373031069|16120647380373031069|4271399407181226681|2836459141291656496|18206522179650336280,554658387899422020|16120647380373031069|16120647380373031069|4271399407181226681|2836459141291656496|18206522179650336280,7456304039183440019,7456304039183440019,2,9112022021534315205,0|0|2|3|4|5,554658387899422020|554658387899422020|16120647380373031069|4271399407181226681|18206522179650336280|2836459141291656496
7,length-8,true,16120647380373031069|554658387899422020|13447832206627819157|4271399407181226681|18206522179650336280|2836459141291656496,554658387899422020|16120647380373031069|16120647380373031069|4271399407181226681|2836459141291656496|18206522179650336280,554658387899422020|16120647380373031069|16120647380373031069|4271399407181226681|2836459141291656496|18206522179650336280,7456304039183440019,7456304039183440019,3,8090773787923290076,2|0|1|3|4|5,16120647380373031069|554658387899422020|554658387899422020|4271399407181226681|18206522179650336280|2836459141291656496
7,length-8,true,16120647380373031069|554658387899422020|13447832206627819157|4271399407181226681|18206522179650336280|2836459141291656496,554658387899422020|16120647380373031069|16120647380373031069|4271399407181226681|2836459141291656496|18206522179650336280,554658387899422020|16120647380373031069|16120647380373031069|4271399407181226681|2836459141291656496|18206522179650336280,7456304039183440019,7456304039183440019,4,11495726515243081142,1|0|2|3|4|5,554658387899422020|16120647380373031069|554658387899422020|4271399407181226681|18206522179650336280|2836459141291656496
7,length-8,true,16120647380373031069|554658387899422020|13447832206627819157|4271399407181226681|18206522179650336280|2836459141291656496,554658387899422020|16120647380373031069|16120647380373031069|4271399407181226681|2836459141291656496|18206522179650336280,554658387899422020|16120647380373031069|16120647380373031069|4271399407181226681|2836459141291656496|18206522179650336280,7456304039183440019,7456304039183440019,5,352038673263882492,0|1|2|3|5|4,554658387899422020|16120647380373031069|554658387899422020|4271399407181226681|2836459141291656496|18206522179650336280
7,length-8,true,16120647380373031069|554658387899422020|13447832206627819157|4271399407181226681|18206522179650336280|2836459141291656496,554658387899422020|16120647380373031069|16120647380373031069|4271399407181226681|2836459141291656496|18206522179650336280,554658387899422020|16120647380373031069|16120647380373031069|4271399407181226681|2836459141291656496|18206522179650336280,7456304039183440019,7456304039183440019,6,10070300935264280721,1|2|0|3|4|5,16120647380373031069|554658387899422020|554658387899422020|4271399407181226681|2836459141291656496|18206522179650336280
7,length-8,true,16120647380373031069|554658387899422020|13447832206627819157|4271399407181226681|18206522179650336280|2836459141291656496,554658387899422020|16120647380373031069|16120647380373031069|4271399407181226681|2836459141291656496|18206522179650336280,554658387899422020|16120647380373031069|16120647380373031069|4271399407181226681|2836459141291656496|18206522179650336280,7456304039183440019,7456304039183440019,7,9112022021534315205,0|0|2|3|4|5,16120647380373031069|16120647380373031069|554658387899422020|4271399407181226681|2836459141291656496|18206522179650336280
7,length-8,true,16120647380373031069|554658387899422020|13447832206627819157|4271399407181226681|18206522179650336280|2836459141291656496,554658387899422020|16120647380373031069|16120647380373031069|4271399407181226681|2836459141291656496|18206522179650336280,554658387899422020|16120647380373031069|16120647380373031069|4271399407181226681|2836459141291656496|18206522179650336280,7456304039183440019,7456304039183440019,8,8090773787923290076,2|0|1|3|4|5,554658387899422020|16120647380373031069|16120647380373031069|4271399407181226681|2836459141291656496|18206522179650336280
7,length-8,true,7511375462807631849|8885458737472801787|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7511375462807631849|7511375462807631849|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7511375462807631849|7511375462807631849|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7456304039183440019,7456304039183440019,1,8090773787923290076,2|0|1|3|4|5,1069067054393917594|7511375462807631849|8885458737472801787|3310951613178436755|3484818349515527670|948326537095699374
7,length-8,true,7511375462807631849|8885458737472801787|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7511375462807631849|7511375462807631849|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7511375462807631849|7511375462807631849|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7456304039183440019,7456304039183440019,2,10070300935264280721,1|2|0|3|4|5,7511375462807631849|8885458737472801787|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374
7,length-8,true,7511375462807631849|8885458737472801787|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7511375462807631849|7511375462807631849|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7511375462807631849|7511375462807631849|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7456304039183440019,7456304039183440019,3,352038673263882492,0|1|2|3|5|4,7511375462807631849|8885458737472801787|1069067054393917594|3310951613178436755|948326537095699374|3484818349515527670
7,length-8,true,7511375462807631849|8885458737472801787|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7511375462807631849|7511375462807631849|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7511375462807631849|7511375462807631849|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7456304039183440019,7456304039183440019,4,9112022021534315205,0|0|2|3|4|5,7511375462807631849|7511375462807631849|1069067054393917594|3310951613178436755|948326537095699374|3484818349515527670
7,length-8,true,7511375462807631849|8885458737472801787|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7511375462807631849|7511375462807631849|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7511375462807631849|7511375462807631849|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7456304039183440019,7456304039183440019,5,11495726515243081142,1|0|2|3|4|5,7511375462807631849|7511375462807631849|1069067054393917594|3310951613178436755|948326537095699374|3484818349515527670
7,length-8,true,7511375462807631849|8885458737472801787|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7511375462807631849|7511375462807631849|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7511375462807631849|7511375462807631849|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7456304039183440019,7456304039183440019,6,8090773787923290076,2|0|1|3|4|5,1069067054393917594|7511375462807631849|7511375462807631849|3310951613178436755|948326537095699374|3484818349515527670
7,length-8,true,7511375462807631849|8885458737472801787|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7511375462807631849|7511375462807631849|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7511375462807631849|7511375462807631849|1069067054393917594|3310951613178436755|3484818349515527670|948326537095699374,7456304039183440019,7456304039183440019,7,10070300935264280721,1|2|0|3|4|5,7511375462807631849|7511375462807631849|1069067054393917594|3310951613178436755|948326537095699374|3484818349515527670
